,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date_,city_name,order_id,cart_id,dim_customer_key,procured_quantity,unit_selling_price,total_discount_amount,product_id,total_weighted_landing_price
0,753477,753477,753477,2022-04-01,HR-NCR,112250867,164444739,3326530,1,21.0,0.0,448913,13.0
1,2990828,2990828,2990828,2022-04-15,Delhi,115229870,181299552,16031366,1,105.0,0.0,3570,91.66101
2,27026764,4829574,4829574,2022-06-09,Bengaluru,129338452,206030370,1206076,1,46.0,0.0,432778,42.002
3,36826782,2476827,2476827,2022-05-07,HR-NCR,120438889,194958751,578535,1,30.0,0.0,86446,25.8
4,17662591,2276695,2276695,2022-07-08,Delhi,137087730,230469163,10953663,1,30.0,0.0,123060,22.754007
5,37257434,2907479,2907479,2022-05-01,Bengaluru,119114490,190739346,14495710,1,30.0,0.0,391305,23.081823
6,13779839,6216364,6216364,2022-04-26,HR-NCR,117770757,187876469,18737480,1,162.0,38.0,482165,153.47955
7,11640109,4076634,4076634,2022-04-16,Bengaluru,115513385,182008889,5627396,4,21.0,0.0,369013,60.0
8,15319373,7755898,7755898,2022-04-30,Delhi,118779311,181687963,17849477,1,89.0,0.0,19297,79.8
9,6958557,6958557,6958557,2022-04-12,HR-NCR,114755232,180044795,18358273,1,95.0,0.0,97121,80.98306
10,507898,507898,507898,2022-04-11,Bengaluru,114449959,174182012,1525262,1,11.0,0.0,3881,7.994106
11,1418287,1418287,1418287,2022-04-02,Delhi,112466024,173889959,816083,1,19.0,0.0,199435,14.341295
12,39240022,4890067,4890067,2022-05-10,HR-NCR,121436842,197547284,13950121,1,245.0,0.0,108301,252.47192
13,26401989,4204799,4204799,2022-06-04,Delhi,127996831,209794585,18146731,1,51.0,0.0,483231,45.506874
14,12991905,5428430,5428430,2022-04-21,HR-NCR,116655826,184983052,17323387,1,131.0,0.0,449125,90.0
15,28915192,519568,519568,2022-06-12,Bengaluru,130211985,217584155,17330032,1,50.0,0.0,101230,41.0
16,20390494,5004598,5004598,2022-07-09,Delhi,137303877,232889909,1077082,1,102.0,0.0,32515,72.000244
17,11377208,3813733,3813733,2022-04-26,Delhi,117783128,187913319,16116772,2,25.0,0.0,212722,42.681912
18,21430284,6044388,6044388,2022-07-06,Delhi,136464263,229399404,5058930,1,42.0,0.0,21869,33.558235
19,6718916,6718916,6718916,2022-04-02,HR-NCR,112499242,167501737,2960023,1,55.0,0.0,352443,47.0
20,42879561,2548881,2548881,2022-05-20,Delhi,123970647,204082610,17548508,1,42.0,0.0,329549,36.120068
21,3859880,3859880,3859880,2022-04-02,Delhi,112491288,173950380,3126896,1,122.0,0.0,168,115.673996
22,12723284,5159809,5159809,2022-04-23,HR-NCR,117116345,186162002,194316,2,95.0,0.0,252760,231.92896
23,41608910,1278230,1278230,2022-05-16,Delhi,122938583,201049203,18865153,1,178.0,0.0,294787,132.2606
24,3369816,3369816,3369816,2022-04-14,HR-NCR,115164329,177843921,13558360,1,106.0,0.0,63628,97.092995
25,14098234,6534759,6534759,2022-04-30,Delhi,118876452,190779275,18843370,1,150.0,75.0,383480,147.95503
26,1303277,1303277,1303277,2022-04-11,Mumbai,114416880,179176447,18222215,1,70.0,0.0,11527,60.87473
27,1307707,1307707,1307707,2022-04-13,Delhi,114977050,172902085,2423137,2,20.0,0.0,11150,33.987064
28,257300,257300,257300,2022-04-11,HR-NCR,114541536,179488501,1455877,1,70.0,0.0,389835,59.345833
29,42956777,2626097,2626097,2022-05-15,Bengaluru,122681433,199667336,18663799,9,11.0,0.0,389709,46.080036
30,23551337,1354147,1354147,2022-06-04,HR-NCR,127867984,211891253,18681344,1,25.0,0.0,19512,24.15
31,23185392,988202,988202,2022-06-03,Bengaluru,127703877,202647604,4458602,1,37.0,0.0,3555,32.397
32,17881160,2495264,2495264,2022-07-08,Bengaluru,137057935,231222107,17442779,1,27.0,0.0,391306,21.342382
33,13648840,6085365,6085365,2022-04-24,Delhi,117307174,186032301,18621317,1,236.0,0.0,474771,185.0
34,16213728,827832,827832,2022-07-04,Delhi,136056406,231574525,3774250,1,11.0,0.0,3889,5.5
35,27709763,5512573,5512573,2022-06-02,HR-NCR,127477720,199390621,3002497,1,30.0,0.0,19924,86.190003
36,44813205,4482525,4482525,2022-05-20,Bengaluru,123979601,204105358,18816704,1,69.0,0.0,391146,60.204
37,9001621,1438146,1438146,2022-04-26,Delhi,117855600,187514112,13023385,1,49.0,0.0,479964,40.498135
38,6235204,6235204,6235204,2022-04-04,HR-NCR,113072643,175562892,5664416,1,70.0,0.0,339444,50.827274
39,3272980,3272980,3272980,2022-04-05,Bengaluru,113090131,175638789,16727614,1,21.0,0.0,237680,14.0
40,26116154,3918964,3918964,2022-06-07,Delhi,128689898,215571563,14849248,1,63.0,0.0,82218,47.25035
41,21598525,6212629,6212629,2022-07-10,Delhi,137535904,233101265,10010549,1,18.0,0.0,341746,15.659999
42,21168508,5782612,5782612,2022-07-02,Delhi,135327213,230393493,16227939,1,10.0,0.0,467651,7.0
43,24544838,2347648,2347648,2022-06-03,Bengaluru,127589384,213317978,4663230,1,209.0,0.0,37065,198.004
44,32479127,4083503,4083503,2022-06-17,HR-NCR,131354493,222122292,11050462,1,34.0,0.0,365455,20.0
45,31566686,3171062,3171062,2022-06-13,Delhi,130292503,220044892,4532848,1,328.0,0.0,392235,357.51898
46,25515981,3318791,3318791,2022-06-05,Bengaluru,128169759,212423881,19462590,1,230.0,0.0,81113,167.997
47,26611405,4414215,4414215,2022-06-08,Delhi,129159143,217235686,7458240,1,276.0,0.0,435962,289.99893
48,43580102,3249422,3249422,2022-05-17,Mumbai,123267075,202060984,2855671,1,282.0,0.0,429688,313.34961
49,23377619,1180429,1180429,2022-06-05,Delhi,128215530,214348970,4114706,1,18.0,0.0,425780,11.945742
50,14597876,7034401,7034401,2022-04-18,Delhi,115920011,183077321,18347288,1,81.0,0.0,366492,52.0
51,14482155,6918680,6918680,2022-04-18,Delhi,116056157,183275811,17048281,1,45.0,0.0,91242,30.799997
52,23773763,1576573,1576573,2022-06-07,HR-NCR,128789366,216308652,3947738,1,42.0,0.0,329549,36.12
53,40998371,667691,667691,2022-05-13,Delhi,121996436,195084192,19002686,1,82.0,21.0,11605,73.6417
54,26243133,4045943,4045943,2022-06-10,Bengaluru,129486952,217091647,15969304,1,23.0,0.0,391306,19.906038
55,33219747,4824123,4824123,2022-06-19,Delhi,132058133,217374659,4318437,1,300.0,0.0,19735,314.33517
56,27817734,5620544,5620544,2022-06-10,Delhi,129644332,218433812,16912739,1,210.0,0.0,481206,147.0044
57,21278501,5892605,5892605,2022-07-10,Delhi,137584196,233513963,4643630,1,24.0,0.0,105,20.0
58,35210203,860248,860248,2022-05-02,Bengaluru,119281556,191876272,11053325,1,197.0,0.0,474881,175.00598
59,15453715,67819,67819,2022-07-03,Delhi,135718027,231077846,10099298,1,15.0,0.0,203822,8.958333
60,32970201,4574577,4574577,2022-06-16,HR-NCR,131138651,222054111,11197684,1,60.0,0.0,5751,49.40218
61,30370019,1974395,1974395,2022-06-18,HR-NCR,131611113,222694205,5178146,1,90.0,0.0,485524,108.03
62,8780664,1217189,1217189,2022-04-24,Bengaluru,117303548,186647091,14294909,1,8.0,0.0,3889,5.5
63,42326274,1995594,1995594,2022-05-19,Delhi,123687413,203354516,18023254,1,88.0,0.0,286009,75.214
64,33329768,4934144,4934144,2022-06-18,Delhi,131632209,223160138,19592709,1,38.0,0.0,480576,30.00047
65,39818011,5468056,5468056,2022-05-01,Delhi,119057123,156772264,13470496,1,87.0,0.0,11237,80.741005
66,4888780,4888780,4888780,2022-04-10,Delhi,114306266,178872621,10727995,2,22.0,0.0,71051,30.402992
67,20820177,5434281,5434281,2022-07-05,Mumbai,136132172,231045160,932503,1,27.0,0.0,13876,16.953548
68,27547769,5350579,5350579,2022-06-08,Delhi,129057412,216950865,1596580,1,147.0,0.0,329218,122.49865
69,37235381,2885426,2885426,2022-05-02,HR-NCR,119213004,191705951,15786576,1,86.0,0.0,169132,63.990536
70,5773321,5773321,5773321,2022-04-07,Delhi,113542279,176840620,707411,1,28.0,0.0,470636,18.0
71,41183709,853029,853029,2022-05-13,Bengaluru,122056987,199166925,17674505,1,19.0,0.0,470636,14.0
72,38742785,4392830,4392830,2022-05-07,Bengaluru,120422534,194925647,15528079,1,8.0,0.0,27153,7.5
73,3403651,3403651,3403651,2022-04-02,Delhi,112599425,174213323,10147603,1,45.0,0.0,448096,33.75
74,6252600,6252600,6252600,2022-04-03,Delhi,112736245,174637361,8971430,1,150.0,0.0,406118,133.1828
75,2015857,2015857,2015857,2022-04-10,HR-NCR,114231583,178677482,3145154,2,23.0,0.0,445675,36.395634
76,31051227,2655603,2655603,2022-06-18,Mumbai,131731471,223373799,1727392,1,229.0,0.0,81113,168.0008
77,27843578,5646388,5646388,2022-06-08,Delhi,128965669,216610569,1437808,4,12.0,0.0,28201,40.8002
78,19285928,3900032,3900032,2022-07-08,Delhi,136948414,233148102,18089154,1,33.0,0.0,217614,16.0
79,12257155,4693680,4693680,2022-04-24,HR-NCR,117312314,186666588,2228632,1,25.0,0.0,3888,10.0
80,1637176,1637176,1637176,2022-04-13,Bengaluru,114922125,172661487,18258912,1,10.0,0.0,445675,6.842666
81,44322358,3991678,3991678,2022-05-19,Delhi,123792996,130874382,15102744,1,98.0,0.0,198083,90.30001
82,45931453,5600773,5600773,2022-05-16,HR-NCR,122920362,197086240,18927965,1,86.0,0.0,169132,70.0
83,5238091,5238091,5238091,2022-04-12,Bengaluru,114658161,179797314,3447491,1,10.0,0.0,445675,6.958449
84,39578094,5228139,5228139,2022-05-01,Bengaluru,118958804,177359624,68566,1,53.0,0.0,478893,42.4
85,43026128,2695448,2695448,2022-05-14,Delhi,122302772,199536926,2788349,1,327.0,0.0,388639,300.15002
86,1980222,1980222,1980222,2022-04-03,Delhi,112743311,174657368,2272085,1,245.0,0.0,14162,222.5492
87,8160367,596892,596892,2022-04-21,Bengaluru,116651877,184955752,18254221,1,54.0,0.0,477481,59.5
88,40178532,5828577,5828577,2022-05-06,Delhi,120342460,194693353,1779378,2,19.0,0.0,483032,35.4
89,25811745,3614555,3614555,2022-06-08,HR-NCR,129000886,216700195,3850968,2,48.0,0.0,55360,105.580894
90,26662735,4465545,4465545,2022-06-08,HR-NCR,129071648,217020265,15592585,1,281.0,0.0,337751,250.80183
91,36522044,2172089,2172089,2022-05-02,Delhi,119259472,191818455,2379325,1,49.0,0.0,39394,43.0
92,44470217,4139537,4139537,2022-05-15,Bengaluru,122587883,195082237,17491814,1,74.0,0.0,389683,63.012787
93,28539783,144159,144159,2022-06-12,Delhi,130193574,217938584,19330619,2,27.0,0.0,432815,50.38591
94,11510203,3946728,3946728,2022-04-17,Mumbai,115759372,177683028,2793975,2,145.0,0.0,390558,157.97512
95,14749506,7186031,7186031,2022-04-26,HR-NCR,117819619,187949054,17785555,1,40.0,0.0,46074,42.50107
96,29562820,1167196,1167196,2022-06-12,Delhi,130248399,219921228,14003364,1,136.0,0.0,483745,116.796394
97,31614216,3218592,3218592,2022-06-15,Delhi,130909384,221514399,15873690,1,37.0,0.0,365455,20.0
98,5490275,5490275,5490275,2022-04-12,HR-NCR,114786172,180130534,36916,1,45.0,0.0,108,35.090145
99,22578021,380831,380831,2022-06-05,HR-NCR,128117746,214637958,19697937,3,49.0,35.0,18546,139.435605
100,16385798,999902,999902,2022-07-03,Bengaluru,135724763,230213112,18639489,1,9.0,0.0,446707,3.273333
101,13077625,5514150,5514150,2022-04-30,Bengaluru,118819463,184789275,8109857,1,236.0,0.0,37080,220.662
102,25628814,3431624,3431624,2022-06-01,Delhi,127209793,212335821,17361813,1,45.0,0.0,385219,33.75
103,6490726,6490726,6490726,2022-04-12,Delhi,114745699,180008621,9998697,1,51.0,0.0,18851,42.88593
104,20306168,4920272,4920272,2022-07-09,Delhi,137326452,233716520,14328843,1,95.0,0.0,61743,81.70089
105,30685569,2289945,2289945,2022-06-11,Delhi,129770051,218755200,13243442,1,44.0,0.0,774,44.002
106,475129,475129,475129,2022-04-01,Delhi,112239796,173208751,18273587,1,57.0,0.0,465892,52.5
107,35850295,1500340,1500340,2022-05-06,Delhi,120365619,194763290,18384552,1,160.0,0.0,392931,170.0857
108,33869895,5474271,5474271,2022-06-20,Delhi,132188395,224321896,14020649,1,140.0,0.0,422948,146.16109
109,42455414,2124734,2124734,2022-05-12,Delhi,121753665,198385813,3019898,2,22.0,0.0,391306,30.000394
110,45466076,5135396,5135396,2022-05-16,Delhi,123023078,196402545,2140923,1,298.0,0.0,276355,213.33333
111,36477310,2127355,2127355,2022-05-07,HR-NCR,120537064,195032840,3430331,1,80.0,0.0,389680,60.991375
112,32903918,4508294,4508294,2022-06-17,Mumbai,131363882,221413202,19791375,1,197.0,0.0,18762,164.34933
113,24092562,1895372,1895372,2022-06-03,Delhi,127791203,213823703,12001090,1,280.0,0.0,248,266.41177
114,17851258,2465362,2465362,2022-07-03,Delhi,135637074,222927598,8885663,1,49.0,0.0,18546,46.47778
115,1192688,1192688,1192688,2022-04-13,Delhi,114974922,175358890,16662601,1,109.0,0.0,299087,86.35924
116,37501787,3151832,3151832,2022-05-05,Delhi,120027691,188628670,4810785,2,7.0,0.0,3889,8.0
117,17177950,1792054,1792054,2022-07-02,Delhi,135257752,230223180,1724324,1,107.0,0.0,403799,98.999794
118,20108336,4722440,4722440,2022-07-04,HR-NCR,136067725,231696226,12656277,1,190.0,0.0,907,174.5706
119,28613430,217806,217806,2022-06-12,Delhi,130060346,219309103,9518607,1,204.0,0.0,400572,185.791
120,44955357,4624677,4624677,2022-05-20,HR-NCR,123961750,203865240,1920347,1,12.0,0.0,423735,3.5
121,33747703,5352079,5352079,2022-06-19,HR-NCR,132067218,223893163,18725024,1,53.0,0.0,55504,47.10483
122,22770939,573749,573749,2022-06-02,HR-NCR,127506111,209317950,16247278,1,30.0,0.0,365455,23.0
123,16006642,620746,620746,2022-07-04,Delhi,136082475,229200538,18602940,1,55.0,0.0,391607,47.98999
124,35829288,1479333,1479333,2022-05-02,HR-NCR,119193892,186497245,4560159,2,33.0,0.0,25268,52.669628
125,9880700,2317225,2317225,2022-04-18,HR-NCR,116054429,180580407,10820830,2,24.0,0.0,23343,24.035698
126,558501,558501,558501,2022-04-11,HR-NCR,114449919,179019851,4486923,0,45.0,0.0,448096,39.5
127,43255587,2924907,2924907,2022-05-18,Delhi,123468280,200312510,3466842,1,79.0,0.0,396515,68.79674
128,44502521,4171841,4171841,2022-05-17,Delhi,123280917,191135047,5442849,1,54.0,0.0,609,45.36
129,38234077,3884122,3884122,2022-05-05,Delhi,119928977,192423476,4381308,1,54.0,0.0,82086,50.401947
130,5370474,5370474,5370474,2022-04-10,HR-NCR,114326099,178926376,12480468,1,50.0,0.0,23757,38.998
131,12657497,5094022,5094022,2022-04-30,Bengaluru,118707036,190340036,16081274,1,200.0,0.0,253521,169.99864
132,2401092,2401092,2401092,2022-04-05,HR-NCR,113222626,175965353,3227027,1,82.0,0.0,192,74.21396
133,11242432,3678957,3678957,2022-04-24,Bengaluru,117225389,186462483,18686423,2,21.0,0.0,391306,38.00802
134,26108354,3911164,3911164,2022-06-04,HR-NCR,127820675,213573164,1539744,1,92.0,0.0,399896,92.00535
135,27690755,5493565,5493565,2022-06-10,HR-NCR,129626347,218393246,9646716,1,31.0,0.0,333785,20.99337
136,24900200,2703010,2703010,2022-06-02,Bengaluru,127478394,213024335,2154673,1,115.0,0.0,28390,106.649994
137,7382863,7382863,7382863,2022-04-08,Delhi,113879758,177731896,18400209,1,51.0,0.0,28376,45.005005
138,31788935,3393311,3393311,2022-06-13,HR-NCR,130512118,215770264,9741159,2,30.0,0.0,34778,53.998726
139,5048019,5048019,5048019,2022-04-05,Bengaluru,113235578,175998383,17545916,2,72.0,0.0,17772,120.0
140,23812556,1615366,1615366,2022-06-09,Bengaluru,129217080,213648556,2028485,1,75.0,0.0,17772,63.2
141,20165388,4779492,4779492,2022-07-06,Bengaluru,136415998,232306864,10627853,1,90.0,0.0,200187,80.40501
142,29672327,1276703,1276703,2022-06-11,Mumbai,129707281,198630905,18311981,1,69.0,0.0,482049,57.4121
143,25942870,3745680,3745680,2022-06-08,Delhi,129047321,216956296,7164135,1,308.0,0.0,211410,319.08423
144,30733093,2337469,2337469,2022-06-20,HR-NCR,132192368,222588729,14142252,4,9.0,0.0,3898,16.0
145,26176626,3979436,3979436,2022-06-02,Delhi,127333497,212435331,16946103,1,25.0,0.0,439959,19.790104
146,34178563,5782939,5782939,2022-06-19,Delhi,131877083,223687869,2712697,1,200.0,0.0,28418,195.36101
147,44988778,4658098,4658098,2022-05-20,Bengaluru,124090702,204393632,13409850,2,22.0,0.0,391306,36.0
148,35866560,1516605,1516605,2022-05-10,Mumbai,121256579,194335704,1147865,1,33.0,0.0,368150,24.75
149,45899542,5568862,5568862,2022-05-19,HR-NCR,123654743,203285576,19291999,1,154.0,0.0,474769,133.0
150,22798414,601224,601224,2022-06-09,Mumbai,129209356,217377707,10241763,1,268.0,0.0,429688,313.34961
151,20337274,4951378,4951378,2022-07-10,Bengaluru,137504248,233723886,20270060,1,73.0,0.0,445145,68.002
152,44243544,3912864,3912864,2022-05-20,Delhi,123911862,203945576,3626699,1,133.0,0.0,428612,86.0
153,21071332,5685436,5685436,2022-07-07,Mumbai,136926066,233110284,3864082,1,130.0,0.0,392509,110.4993
154,18211485,2825589,2825589,2022-07-02,Delhi,135462875,228467740,12483694,1,222.0,0.0,479966,210.01097
155,17486726,2100830,2100830,2022-07-06,Delhi,136473345,232362287,12108430,1,93.0,0.0,481647,57.536068
156,8390669,827194,827194,2022-04-28,Bengaluru,118369839,188321690,11371880,2,30.0,0.0,309894,54.551006
157,20563687,5177791,5177791,2022-07-01,Mumbai,135251488,225530273,8970862,1,20.0,0.0,116824,17.0
158,4832432,4832432,4832432,2022-04-01,HR-NCR,112258763,172871151,16795365,2,19.0,0.0,199435,28.6
159,12731545,5168070,5168070,2022-04-24,HR-NCR,117394702,186616577,5850701,2,49.0,0.0,479964,80.99594
160,16430429,1044533,1044533,2022-07-05,HR-NCR,136340714,229711101,1233086,1,22.0,0.0,476976,15.204613
161,36751117,2401162,2401162,2022-05-09,Bengaluru,120995769,196384908,12234860,2,11.0,0.0,3894,21.0
162,22292938,95748,95748,2022-06-02,Delhi,127356616,210437111,10748143,2,88.0,0.0,11237,161.48198
163,10804539,3241064,3241064,2022-04-24,Bengaluru,117334160,186730379,369921,1,72.0,0.0,322036,51.029995
164,2810116,2810116,2810116,2022-04-12,HR-NCR,114672105,179831882,343776,2,98.0,0.0,373525,189.7649
165,30511685,2116061,2116061,2022-06-20,Bengaluru,132234543,222671178,7841832,1,28.0,0.0,32925,22.554
166,5594025,5594025,5594025,2022-04-13,Mumbai,114870885,180345413,1466539,2,52.0,0.0,3923,52.0
167,1154764,1154764,1154764,2022-04-01,Delhi,112342270,173456442,18279216,1,26.0,0.0,4967,22.5
168,42753882,2423202,2423202,2022-05-12,Delhi,121743471,198167892,8636753,1,112.0,0.0,439978,105.49016
169,32737957,4342333,4342333,2022-06-11,Delhi,129781649,218782437,12758724,1,90.0,0.0,485524,108.029995
170,24637049,2439859,2439859,2022-06-05,Bengaluru,128164989,214741721,18524327,1,26.0,0.0,27153,14.0
171,33564555,5168931,5168931,2022-06-20,Bengaluru,132302146,222863350,16432485,2,90.0,0.0,28169,156.21798
172,7534763,7534763,7534763,2022-04-13,Delhi,114900790,180420216,4679403,1,38.0,0.0,9483,34.398804
173,25962139,3764949,3764949,2022-06-05,Delhi,128330351,215124799,14110637,1,20.0,0.0,480925,16.999949
174,35384291,1034336,1034336,2022-05-07,Delhi,120476339,193701051,18949197,1,20.0,0.0,458322,19.222923
175,58029,58029,58029,2022-04-07,Delhi,113609099,163081654,17402520,2,3.0,0.0,3889,8.0
176,21590353,6204457,6204457,2022-07-03,Delhi,135766531,226130054,8247176,1,69.0,0.0,477377,26.997995
177,28270444,6073254,6073254,2022-06-04,Delhi,127942398,212130101,18705727,2,43.0,0.0,544,78.210006
178,45075676,4744996,4744996,2022-05-18,Bengaluru,123380362,186854191,17715413,2,101.0,0.0,409924,189.55598
179,28481476,85852,85852,2022-06-19,Delhi,131970750,206467779,4298673,1,200.0,0.0,484358,171.605972
180,5314723,5314723,5314723,2022-04-01,HR-NCR,112419461,173742355,17564680,1,170.0,0.0,379685,101.998825
181,39227526,4877571,4877571,2022-05-05,HR-NCR,119906195,193616152,18185263,1,12.0,0.0,10088,7.943457
182,39715460,5365505,5365505,2022-05-08,Delhi,120917079,196163573,4037224,2,30.0,0.0,12872,58.3
183,26551747,4354557,4354557,2022-06-04,Bengaluru,127827984,213693663,1875392,1,562.0,0.0,195821,616.71875
184,21822335,6436439,6436439,2022-07-10,Bengaluru,137768587,234394810,21071994,1,76.0,0.0,389683,64.26995
185,28211514,6014324,6014324,2022-06-06,Delhi,128584858,215781076,1909215,1,47.0,0.0,482468,31.401602
186,26300604,4103414,4103414,2022-06-04,Bengaluru,128062476,214480715,19723290,1,55.0,11.0,424881,47.275005
187,1307275,1307275,1307275,2022-04-03,Delhi,112786501,174774238,5513637,5,10.0,0.0,361151,42.487505
188,42388533,2057853,2057853,2022-05-12,Delhi,121818677,198550322,3253692,1,125.0,0.0,210452,111.80123
189,10929922,3366447,3366447,2022-04-20,HR-NCR,116441335,184424070,14228654,1,91.0,0.0,427007,86.00321
190,6306528,6306528,6306528,2022-04-03,Bengaluru,112699612,174542110,2876282,1,21.0,0.0,145447,16.0
191,39139432,4789477,4789477,2022-05-07,Delhi,120464755,195018407,7249948,1,112.0,0.0,439978,105.49015
192,31890003,3494379,3494379,2022-06-11,Delhi,129962494,219225930,12179424,1,45.0,0.0,32979,30.8
193,18702745,3316849,3316849,2022-07-09,Delhi,137286606,231302982,11665291,1,85.0,0.0,439142,84.98712
194,12065232,4501757,4501757,2022-04-29,Delhi,118580881,190005813,5573489,1,178.0,0.0,50,164.11502
195,8433366,869891,869891,2022-04-27,HR-NCR,118104091,188434473,18627605,1,99.0,0.0,10846,80.987
196,42920499,2589819,2589819,2022-05-11,Bengaluru,121534031,197803285,10861819,1,40.0,0.0,363887,21.0
197,17189718,1803822,1803822,2022-07-09,Delhi,137384942,232215444,13066998,1,85.0,0.0,381269,84.00066
198,26097650,3900460,3900460,2022-06-09,HR-NCR,129386924,217312076,4744422,1,199.0,0.0,389713,144.64896
199,41519764,1189084,1189084,2022-05-17,Delhi,123302338,202384439,12087933,1,53.0,0.0,171258,47.385956
200,38857042,4507087,4507087,2022-05-03,Bengaluru,119593006,184974908,17529950,1,48.0,0.0,480014,60.003002
201,35978801,1628846,1628846,2022-05-01,Delhi,119069170,191254693,125899,3,178.0,0.0,142582,496.1784
202,32638354,4242730,4242730,2022-06-15,Delhi,130991123,221694909,2994404,1,99.0,0.0,23653,81.9
203,27994431,5797241,5797241,2022-06-04,Delhi,128052268,214459325,17780967,1,291.0,0.0,239471,287.10574
204,10996366,3432891,3432891,2022-04-22,Delhi,116811724,185388516,17537470,1,189.0,0.0,333764,178.98888
205,43570190,3239510,3239510,2022-05-17,Bengaluru,123064750,197945182,18494691,1,68.0,0.0,176,61.879997
206,19185466,3799570,3799570,2022-07-03,HR-NCR,135699809,231044040,15542578,1,56.0,0.0,12,44.204998
207,13793982,6230507,6230507,2022-04-27,Delhi,117929489,188330576,8708948,1,194.0,0.0,202146,189.82722
208,8719971,1156496,1156496,2022-04-23,Bengaluru,117021017,185927727,14338978,1,67.0,0.0,467690,40.0
209,11765017,4201542,4201542,2022-04-18,Delhi,115946026,183104885,13183276,1,26.0,0.0,160704,24.870003
210,32990062,4594438,4594438,2022-06-16,Delhi,131144563,222072528,11549340,1,25.0,5.0,3913,12.5
211,9446207,1882732,1882732,2022-04-16,Delhi,115544540,176514262,1630964,1,300.0,0.0,19735,314.2799
212,32882079,4486455,4486455,2022-06-12,Delhi,130121778,219606563,9282745,1,276.0,0.0,25525,262.279
213,425351,425351,425351,2022-04-06,HR-NCR,113317128,174913005,2462781,1,22.0,0.0,4916,12.825
214,20496146,5110250,5110250,2022-07-05,Delhi,136361653,218627108,1076034,1,80.0,0.0,39492,56.85696
215,38293677,3943722,3943722,2022-05-10,Bengaluru,121286838,197145760,19084710,1,5.0,1.0,3889,5.0
216,26940723,4743533,4743533,2022-06-01,Bengaluru,127050771,210845550,9656090,2,16.0,0.0,116189,33.198642
217,29854955,1459331,1459331,2022-06-11,Bengaluru,129710720,218625423,12724390,1,105.0,0.0,60775,86.495636
218,30656410,2260786,2260786,2022-06-11,Bengaluru,129790362,218795321,12171867,1,64.0,0.0,389684,54.30886
219,26000094,3802904,3802904,2022-06-05,Bengaluru,128224138,214878649,5557307,1,39.0,0.0,482093,31.196676
220,44365987,4035307,4035307,2022-05-16,Bengaluru,122862289,199302061,17673187,1,40.0,0.0,189821,33.0
221,40037829,5687874,5687874,2022-05-02,Mumbai,119314725,191933412,81306,1,262.0,0.0,400133,241.23119
222,44319061,3988381,3988381,2022-05-18,Delhi,123453423,202766392,11059035,2,145.0,0.0,364513,295.182
223,25787097,3589907,3589907,2022-06-07,Delhi,128772402,215049258,6171341,1,80.0,0.0,108927,79.00512
224,24807598,2610408,2610408,2022-06-02,Delhi,127379260,212113640,10968891,1,114.0,0.0,423362,72.4836
225,9405940,1842465,1842465,2022-04-21,HR-NCR,116582597,183700658,15589989,4,26.0,0.0,160704,99.479996
226,21592357,6206461,6206461,2022-07-05,Delhi,136189845,224868750,2779342,1,22.0,0.0,131641,14.0
227,17378073,1992177,1992177,2022-07-05,Delhi,136180086,229089983,11054756,1,30.0,0.0,12872,29.15
228,14865852,7302377,7302377,2022-04-24,Bengaluru,117311699,186599015,8514899,5,30.0,0.0,32153,151.13715
229,43902806,3572126,3572126,2022-05-20,Delhi,123944863,204004735,2815642,1,25.0,0.0,339152,20.0
230,6901264,6901264,6901264,2022-04-03,HR-NCR,112757277,174695780,14741443,1,114.0,0.0,477068,109.851006
231,1287618,1287618,1287618,2022-04-04,Delhi,112994308,175319610,1793047,1,20.0,0.0,458325,19.252943
232,10843715,3280240,3280240,2022-04-23,Delhi,117162275,186277341,16418599,1,65.0,0.0,319610,55.900005
233,24876954,2679764,2679764,2022-06-04,Delhi,127942142,213660988,4813887,1,27.0,0.0,362624,25.640999
234,8435781,872306,872306,2022-04-17,Bengaluru,115719635,182544351,402803,1,27.0,0.0,391305,25.0
235,26541716,4344526,4344526,2022-06-04,HR-NCR,127810497,211638419,16741517,1,42.0,0.0,4967,28.0
236,13256989,5693514,5693514,2022-04-29,Mumbai,118527700,189872402,18811279,1,30.0,0.0,13876,19.0
237,1213635,1213635,1213635,2022-04-11,Delhi,114546943,174214119,15512363,1,85.0,0.0,429816,77.998344
238,34333207,5937583,5937583,2022-06-12,Delhi,130142552,219647526,8669819,2,107.0,0.0,403799,198.13988
239,3567198,3567198,3567198,2022-04-01,Bengaluru,112328718,173484915,14671185,1,317.0,0.0,429882,293.0996
240,30254266,1858642,1858642,2022-06-14,Mumbai,130642736,220880900,10697640,1,200.0,0.0,410811,211.6458
241,1834456,1834456,1834456,2022-04-15,Delhi,115425632,180869373,12876170,1,38.0,0.0,283,34.41188
242,44435094,4104414,4104414,2022-05-15,Delhi,122714350,200842865,18925386,1,30.0,0.0,86446,25.799997
243,17828635,2442739,2442739,2022-07-02,Bengaluru,135289159,230004655,19447501,1,27.0,0.0,17748,20.0
244,3599161,3599161,3599161,2022-04-15,HR-NCR,115307119,181482460,16213446,2,44.0,0.0,31,67.597572
245,45477337,5146657,5146657,2022-05-14,Delhi,122260047,199698539,18531302,1,17.0,0.0,3918,10.0
246,27080806,4883616,4883616,2022-06-04,HR-NCR,127820635,213248564,15054077,1,22.0,0.0,3913,13.0
